Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Arie Blok BV,Leidekkersweg 2 A  3449 JH Woerden ,+31 348574911,+31 348419100,info@arieblok.nl,http://www.arieblok.nl,Mr. H. Blok,"18,000,000 EUR"
Arjohuntleigh Nederland BV,Biezenwei 21  4004 MB Tiel ,+31 344640800,+31 344640885,info@arjohuntleigh.com,http://www.arjohuntleigh.com,Mr. M. Lundin,"35,073,503 EUR"
Arjowiggins Security BV,Hoenderloseweg 84  7339 GJ Ugchelen ,+31 206543069,+31 555336689,factuur@arjowiggins.com,http://www.vnp-online.nl,Mr. D.J. Mulder,"57,175,000 EUR"
Arkema North Europe B.V.,Tankhoofd 10 Havennummer 3255 3196 KE VondelingenplaatRotterdam ,+31 104725100,+31 104725314,arkema.amsd-info-nl@arkema.com,http://www.arkema.com,Mr. F.M. de Haas,"81,000,000 EUR"
Arklow Shipping Nederland BV,Hoofdweg 18  3067 GH Rotterdam ,+31 104434360,+31 104434361,info@arklowshipping.nl,,  ,"40,539,230 EUR"
Armada Signs International BV,Jan Hilgersweg 6 -8  5657 ES Eindhoven ,+31 402929970,+31 402929989,info@ai.armada-group.com,http://www.armadasigns.nl,Mr. C.W. Padmos,"76,911,000 EUR"
Arnold Suhr Netherlands BV,Zonnebaan 12 B-1  3542 EC Utrecht ,+31 302481010,+31 346567972,info@arnoldsuhr.com,http://www.arnoldsuhr.com,Mr. N. la Maitre,"30,000,000 EUR"
Arseus BV,Kralingseweg 207 -211  3062 CE Rotterdam ,+31 883311211,+31 883311210,natalie.boudestein@arseus.com,http://www.arseus.com,Mr. G.J. van Jeveren,"304,400,000 EUR"
Arval Benelux BV,Duwboot 10  3991 CD Houten ,+31 306024444,+31 306040273,info@arma.nl,http://arma.com,Mr. H. ter Braak,"133,468,000 EUR"
Arvin Meritor A & ET BV,Keulsebaan 507  6045 GG Roermond ,+31 475884242,+31 475884200,,http://www.arvinmeritor.com,Mr. L. Bours,"51,641,000 EUR"
Arvinmeritor B.V.,Antareslaan 47  2132 JE Hoofddorp ,+31 205690300,+31 205615829,,,Mr. M.L. Vingerling,"23,122,782 EUR"
Asco BV,Voorveld 3  6071 RE Swalmen ,+31 475318227,+31 475333037,info@ascobv.com,http://www.ascobv.com,Mr. J.L.M. Konings,"1,832,240,000 EUR"
Asco Controls BV,Industrielaan 21  3925 BD Scherpenzeel ,+31 332777911,+31 332774561,info.asconumatics@emerson.com,http://www.asconumatics.eu/nl,Mr. E. Gouw,"39,752,000 EUR"
Ascom (Nederland) BV,Savannahweg 31  3542 AW Utrecht ,+31 302409100,+31 302411946,info@ascom.nl,http://www.ascom.nl,Mr. J. Hoonhoud,"56,758,000 EUR"
Ashland Nederland BV,Wieldrechtseweg 39  3316 BG Dordrecht ,+31 104975000,+31 786255955,info@ashland.com,http://www.ashland.com,Mr. C.W. Simpson,"111,564,000 EUR"
Asics Europe BV,Taurusavenue 125  2132 LS Hoofddorp ,+31 882472738,+31 204469645,www.info@asicseurope.nl,http://www.asicseurope.nl,Mr. R.J. Pietersen,"383,116,991 EUR"
Ask Chemicals Benelux BV,Industrieweg 73 C  5145 PD Waalwijk ,+31 416674590,+31 416674599,info.benelux@ask-chemicals.com,http://www.ask-chemicals.com,Mr. J. van Dijk,"7,579,000 EUR"
ASK Romein BV,Belder 101  4704 RK Roosendaal ,+31 165750300,+31 165555325,info@ask-romein.com,http://www.ask-romein.com,Mr. M. Davidse,"75,000,000 EUR"
Ask Romein Staalbouw B.V.,Belder 101  4704 RK Roosendaal ,+31 165750300,+31 165555325,info@ask-romein.com,http://www.ask-romein.com,Mr. M.D.D. Davidse,"43,677,000 EUR"
ASM Netherlands Holding BV,Versterkerstraat 8  1322 AP Almere ,+31 365406711,+31 365406710,,http://www.asm.com,Mr. C.D. del Prado,"1,634,334,000 EUR"
Asona Benelux BV,C. Verolmelaan 75  1422 ZB Uithoorn ,+31 206435850,+31 297522225,info@asona.nl,http://www.asona.nl,Mr. R.F. Hylkema,"6,000,000 EUR"
Aspo Waalwijk BV,Tuinstraat 1  5144 NE Waalwijk ,+31 416566611,+31 416566933,info@afg-int.com,http://www.afg-int.com,Mr. M.E.A.F. Achten,"37,626,128 EUR"
Assa Abloy Nederland BV,Meerval 3 -5  4941 SK Raamsdonksveer ,+31 886394600,+31 886394605,info@assaabloy.nl,http://www.assaabloy.nl,Mr. R. Vos,"67,833,000 EUR"
Asset Control International BV,It Merkelan 24 A  9244 CX Beetsterzwaag ,+31 512389100,+31 512389101,info@asset-control.com,http://www.asset-control.com,Mr. A. Leutscher,"14,424,000 EUR"
Asto BV,Keizersveer 3 C  4941 TA Raamsdonksveer ,+31 162513650,+31 162522406,asto.jvandermade@hetnet.nl,http://www.asto.nl,Mr. J. Peters,"7,000,000 EUR"
Astra Faam BV,Liniestraat 19  4816 BG Breda ,+31 765728433,+31 765728456,info@astraswieets.com,http://www.astrasweets.com,Mr. F.P. Vanherpe,"45,982,000 EUR"
Astrazeneca BV,Louis Pasteurlaan 5  2719 EE Zoetermeer ,+31 793632222,+31 793632444,info.nl@astrazeneca.com,http://www.astrazeneca.nl,Mr. H. Sijbesma,"367,243,000 EUR"
Astrum Automotive B.V.,Lippestraat 2  8028 PS Zwolle ,+31 384255755,+31 555333461,info@wensink.nl,http://www.wensink.nl,Mr. R.A. Wensink,"260,139,000 EUR"
Atag Nederland BV,Impact 83  6921 RZ Duiven ,+31 268821100,+31 268821444,info@homeproducts.nl,http://www.atag.nl,Mr. B. Hofenk,"118,000,000 EUR"
Atlanta Office Products B.V.,Techniekweg 1  9601 MD Hoogezand ,+31 598329911,+31 598329268,info@atlanta-office.eu,http://www.atlanta-office.eu,Mr. R. Eckhardt,"64,412,000 EUR"
Atlas Copco Nederland BV,Merwedeweg 7  3336 LG Zwijndrecht ,+31 786230230,+31 786100670,info@nl.atlascopco.com,http://www.atlascopco.nl,Mr. B. van Wijnen,"53,641,000 EUR"
Atu Benelux BV,Edisonstraat 2  7575 AT Oldenzaal ,+31 541584500,+31 246486241,info.benelux@kopp.eu,http://www.kopp.eu,Mr. A. van Summeren,"138,704,000 EUR"
Audax A. & I. BV,Burgemeester Krollaan 14  5126 PT Gilze ,+31 161457000,+31 161457777,info@audax.nl,http://www.audax.nl,Mr. H. van Raak,"285,101,000 EUR"
Audax BV,Burgemeester Krollaan 14  5126 PT Gilze ,+31 161457000,+31 161457777,info@audax.nl,http://www.audax.nl,Mr. E.J.F. Willems,"285,101,000 EUR"
Audax Media BV,Joan Muyskenweg 6 -6A  1096 CJ Amsterdam ,+31 205979550,+31 205979642,,http://www.audax.nl,Mr. E.J.F. Willems,"285,101,000 EUR"
AUG. Lachappelle's Parketfabrieken BV,Scherpdeel 3 -5  4703 RH Roosendaal ,+31 165583000,+31 165561620,info@bruynzeel-vloeren.nl,http://www.bruynzeel-vloeren.nl,Mr. M. van Ginkel,"7,502,257 EUR"
Auto Palace-De Binckhorst B.V.,Binckhorstlaan 312  2516 BK 's-Gravenhage ,+31 703337400,+31 703337232,webmaster@mazda.nl,http://www.mazda.nl,Mr. T. Tozer,"123,225,000 EUR"
Autobar Holland BV,Calandstraat 41  3316 EA Dordrecht ,+31 786544544,+31 786544501,info-auh@autobar.nl,http://www.autobar.nl,Mr. R.W. Koller,"52,742,000 EUR"
Autobedrijf Tigchelaar Etten Leur BV,Ecustraat 23  4879 NP Etten Leur ,+31 765034450,+31 765032018,info@tigchelaar.nl,http://www.tigchelaar.nl,Mr. S.B. Tigchelaar,"64,198,800 EUR"
Autobinck Electric Mobility BV,"Binckhorstlaan 318  2516 BL Gravenhage,'s- ",+31 302808028,+31 302808028,info@smart-utrecht.nl,http://www.smart-utrecht.nl,Mr. M.J.G.P. Cornelissen,"1,072,030,000 EUR"
Automator BV,Breevaartstraat 37  3044 AG Rotterdam ,+31 104156400,+31 104622903,info@automator.nl,http://www.automator.nl,Mr. J.W. Mantel,"5,150,000 EUR"
Automobielbedrijf Bert Story Nijmegen BV,Lagelandseweg 66  6545 CG Nijmegen ,+31 243719719,+31 243779014,mail@bertstory.nl,http://www.bertstory.nl,Mr. H.J.J.T. Theuws,"30,000,000 EUR"
Automobielbedrijf Engelsma en Wijnia BV,Leo Twijnstrastraat 2  8923 EL Leeuwarden ,+31 582666255,+31 582666066,engelsmawijnia@hetnet.nl,http://www.engelsmawijnia.nl,Mr. G.D. Bouma,"22,964,322 EUR"
Automobielbedrijf L. van den Hombergh BV,Celsiusweg 4  5928 PR Venlo ,+31 773244300,+31 773244308,info@wassinkopgenoort.nl,http://www.lvandenhombergh.nl,Mr. L.M.J. van den Hombergh,"15,000,000 EUR"
Automobielbedrijf Maaral BV,Koraalstraat 5  1812 RK Alkmaar ,+31 725617844,+31 725617667,info@maaral.nl,http://www.maaral.nl,Mr. J.G. Veldman,"20,000,000 EUR"
Autosport Tepper BV,Jeverweg 12  9723 JE Groningen ,+31 505445335,+31 505445340,info@autostyle.nl,http://www.autostyle.nl,  ,"44,363,377 EUR"
Av Flexologic BV,H. Kamerlingh Onnesweg 2  2408 AW Alphen a.d. Rijn ,+31 172434221,+31 172437919,av@flexologic.nl,http://www.flexologic.nl,Mr. P.J.M. Otten,"7,995,000 EUR"
Avandis CV,Wattstraat 63  2723 RB Zoetermeer ,+31 793305305,+31 793305678,info@avandis.nl,http://avandis.nl,Mr. J. Peters,"45,000,000 EUR"
Avery Dennison BV,Lammenschansweg 140  2321 JX Leiden ,+31 715794100,+31 302632129,,http://www.avery.nl,Mr. H.N. van Gijn,"226,073,000 EUR"
Avio-Diepen BV,J. Keplerweg 16  2408 AC Alphen a.d. Rijn ,+31 172449777,+31 172449789,avio-diepen@avio-diepen.com,http://www.avio-diepen.com,Mr. V.G.J.M. van Campen,"127,563,907 EUR"
Avis Autoverhuur,Louis Armstrongweg 4  1311 RK Almere ,+31 882847000,+31 882847011,info@avis.nl,http://www.avis.nl,Mr. H.B. Groen,"27,826,000 EUR"
AVK Nederland BV,Radeweg 12  8171 MD Vaassen ,+31 578574490,+31 578574459,info@avk-nederland.nl,http://www.avknederland.nl,Mr. H. Kwakkel,"13,867,926 EUR"
Avnet Technology Solutions BV,Beatrix de Rijkweg 8  5657 EG Eindhoven ,+31 402502602,+31 402510255,ats.nl@avnet.com,http://www.ts.avnet.com/nl,Mr. H. Klaassens,"126,855,323 EUR"
AXA Stenman Nederland BV,Energiestraat 2  3903 AV Veenendaal ,+31 318536111,+31 318525478,info@axacompany.com,http://www.axacompany.com,Mr. J.H. Janssen,"60,759,000 EUR"
Axel Christiernsson BV,1-Februariweg 13  4794 SM Heijningen ,+31 167522980,+31 167522271,info@axelch.com,http://www.axelch.com,Mr. P. Kimkes,"30,872,000 EUR"
Axon Digital Design BV,Lange Wagenstraat 55  5126 BB Gilze ,+31 161850450,+31 161850499,info@axon.tv,http://www.axon.tv,Mr. J. Eveleens,"27,681,974 EUR"
B. & S. BV,Rijksstraatweg 7  3316 EE Dordrecht ,+31 786534100,+31 786534101,info@bs-gg.com,http://www.bs-gg.com,Mr. B. Mulman,"322,186,000 EUR"
B. & S. Global Food Purchase BV,Rijksstraatweg 7  3316 EE Dordrecht ,+31 786534265,+31 786534439,info@bosmanglobal.com,http://www.bs-gg.com/nl,Mr. B. Mulman,"167,964,000 EUR"
B. & S. International BV,Rondeboslaan 35  9936 BJ Farmsum ,+31 653171598,+31 596635101,info@bs-international.com,http://www.bimg.nl,Mr. G. van Laar,"906,600,000 EUR"
B. en W. Klaver BV,Poeleweg 13  7955 AB IJhorst ,+31 522441567,+31 522442911,info@bwklaver.nl,http://www.bwklaver.nl,Mr. W. van Elk,"7,400,000 EUR"
B. Mohrmann en Co. BV,Vestaweg 1  8938 AV Leeuwarden ,+31 582886565,+31 582886388,mail@rollecate.nl,http://www.rollecate.nl,Mr. J. Roo,"105,082,680 EUR"
B. Schilte en Zonen's Houthandel en Houtwarenfabriek BV,Utrechtseweg 32  3402 PL IJsselstein ,+31 306868020,+31 306888768,info@schilte.nl,http://www.schilte.nl,Mr. W.H.M. Pompe,"6,442,256 EUR"
B.B.A. Pompen & Buizen BV,Zutphensestraat 246  7325 WV Apeldoorn ,+31 553018750,+31 553018761,info@bba-group.com,http://www.bba-group.com,Mr. J. Bruin,"10,951,000 EUR"
B.P. de Lange BV,Midden Geestweg 31 S  1861 VE Bergen ,+31 725121344,+31 725121995,info@delange.nl,http://www.delange.nl,Mr. M.H.J. de Lange,"13,600,000 EUR"
B.V. Houtwarenfabriek Voorheen J. Willemstein,Schelluinsestraat 15  4203 NJ Gorinchem ,+31 183691234,+31 183631011,info@jewe.nl,http://www.jewe.nl,Mr. R.M. van Middelaar,"35,000,000 EUR"
B.V. Scheepswerf Maaskant,Deltahaven 40  3251 LC Stellendam ,+31 187491477,+31 187493112,info@maaskant-shipyards.nl,http://www.maaskant.shipyards.nl,Mr. F.J. van Dongen,"20,000,000 EUR"
BA Geurts-Janssen BV,Tjalkkade 9  5928 PZ Venlo ,+31 773237272,+31 773874740,info@geurts-janssen.nl,http://www.geurts-janssen.nl,Mr. O.B.C.J. Geurts,"54,305,734 EUR"
Baardse o.g. BV,Aalsmeerderweg 393  1432 EB Aalsmeer ,+31 297324026,+31 297328754,info@baardse.com,http://www.baardse.com,Mr. E. van Verseveld,"84,403,120 EUR"
Baars en Bloemhoff BV,Laagraven 44  3439 LK Nieuwegein ,+31 302882134,+31 302896571,info@baars-bloemhoff.nl,http://www.baars-bloemhoff.nl,Mr. P. Pelt,"287,788,000 EUR"
Baarsma Wines BV,Badweg 48  8401 BL Gorredijk ,+31 513469469,+31 513465164,info@baarsma.com,http://www.baarsma.com,Mr. G.J. Swart,"79,441,513 EUR"
Babypark BV,Hogeveldseweg 2  4041 CP Kesteren ,+31 488488888,+31 488488899,info@babypark.nl,http://www.babypark.nl,Mr. H. Timmer,"14,682,382 EUR"
Baggerman BV,Paul van Schaiklaan 2  6045 JJ Roermond ,+31 475354200,+31 475354228,info@btr.nl,http://www.btr.nl,Mr. J.M.M.L. Raemaekers,"24,000,000 EUR"
Bakker & Leenheer BV,Koopliedenweg 28  2991 LN Barendrecht ,+31 180645500,+31 180613622,,http://www.bakkerenleenheer.com,Mr. E. Thur,"600,000,000 EUR"
Bakker Centrale Inkoop BV,Handelsweg 20  2988 DB Ridderkerk ,+31 180695911,+31 180695905,,http://www.bakkerbarendrecht.nl,Mr. H.V.M. Deprez,"650,000,000 EUR"
Bakker CV Installatietechniek BV,Zaadmarkt 9  1681 PD Zwaagdijk Oost ,+31 228562500,+31 228567601,info@bakkercv.nl,http://www.bakkercv.nl,Mr. B. Post,"25,932,182 EUR"
Bakker Hillegom BV,Meer en Duin 1  2163 HA Lisse ,+31 252438328,+31 252438440,info@bakker-hillegom.nl,http://www.bakker-hillegom.nl,Mr. F.E. Jacobs,"149,903,000 EUR"
Bakker Magnetics BV,Science Park Eindhoven 5502  5692 EL Son ,+31 402678678,+31 402678899,info@bakkermagnetics.com,http://www.bakkermagnetics.com,Mr. G.J.A. Bakker,"16,421,622 EUR"
Bakker Sliedrecht Electro Industrie BV,Leeghwaterstraat 55 -59  3364 AE Sliedrecht ,+31 184436666,+31 184436677,info@bakker-sl.nl,http://www.bakkersliedrecht.com,Mr. G.J. Kraaij,"5,900,000,000 EUR"
Bakkersland Panningen BV,Industrieterr Panningen 126  5981 NC Panningen ,+31 777200000,+31 774663999,info@bakkersland.com,http://www.bakkersland.com,Mr. H. Simons,"356,217,000 EUR"
Bakkersland Tilburg-Oost BV,Baronieweg 15  5321 JV Hedel ,+31 735990800,+31 135367455,info@bakkersland.com,,Mr. L.C.L. Bijvoet,"356,217,000 EUR"
Balmain Hair Group B.V.,Willemoordseweg 5  2636 EA Schipluiden ,+31 153809570,+31 153808795,info@balmainhair.nl,http://www.balmainhair.com,Mr. A. de Vries,"11,786,832 EUR"
Bamberger Polymers (Europe) BV,Westbroek 45  4822 ZX Breda ,+31 767516500,+31 767516501,bpe@bapoly.com,http://www.bambergerpolymers.com,Mr. W.A. de Groot,"75,585,181 EUR"
Banden Groep Nederland BV,Rustvenseweg 2  5375 KW Reek ,+31 486479797,+31 486472845,info@demolenbanden.nl,http://www.demolenbanden.nl,Mr. H.M.J. Meijer,"35,000,000 EUR"
Bandolera BV,Vareseweg 85  3047 AT Rotterdam ,+31 102381500,+31 102381599,receptie@bandolera.nl,http://www.bandolera.nl,  ,"55,370,180 EUR"
Banketbakkerij Vast B.V.,Pompsterweg 3  9991 TJ Middelstum ,+31 595552654,+31 595552115,,http://www.vast-banket.com,Mr. K. Vast,"60,000,000 EUR"
Barentz Ingredients BV,Saturnusstraat 15  2132 HB Hoofddorp ,+31 235673456,+31 235673451,info.desk@barentz.nl,http://www.barentz.com,Mr. H. van der Wal,"114,083,020 EUR"
Barkmeijer Stroobos BV,Hellingstraat 10  9872 PT Stroobos ,+31 512351201,+31 512352495,shipyards@barkmeijer.nl,http://www.barkmeijer.com,Mr. J.C. de Groot,"30,000,000 EUR"
Barteling Buizen BV,Aduarderdiepsterweg 14 -1  9745 EM Groningen ,+31 505515655,+31 505515306,info@barteling-buizen.nl,http://www.barteling-buizen.nl,Mr. J.M. Betten,"10,874,169 EUR"
BASF Coatings Services BV,Industrieweg 12  3606 AS Maarssen ,+31 346573232,+31 346576344,,http://www.glasurit.nl,Mr. D.J. Wijbrands,"19,323,750 EUR"
BASF Nederland B.V.,Groningensingel 1  6835 EA Arnhem ,+31 263717171,+31 263717246,,http://www.basf.nl,Mr. G.A.D. van der Lubbe,"147,241,000 EUR"
Bata Nederland BV,Europaplein 1  5684 ZC Best ,+31 499362911,+31 499362957,,http://www.bata.nl,Mr. H.F. Daems,"35,994,000 EUR"
Batenburg Techniek NV,Stolwijkstraat 33  3079 DN Rotterdam ,+31 102928080,+31 104825141,info@batenburg.nl,http://www.batenburg.nl,Mr. P.C. van der Linden,"149,200,000 EUR"
Bato Plastics BV,Munterij 2  4762 AH Zevenbergen ,+31 168331030,+31 168331040,bato@bato.nl,http://www.batoplastics.com,Mr. G.J.M. Spierings,"8,200,000 EUR"
Battrex BV,Rijksweg 79  1411 GE Naarden ,+31 356954780,+31 356954781,info@battrex.nl,http://www.battrex.nl,Mr. H.W. Lamers,"957,627,000 EUR"
Bausch & LOMB BV,Koolhovenlaan 110  1119 NH Schiphol Rijk ,+31 206554500,+31 206537871,elc.office@bausch.com,http://www.bausch.com,Mrs. W. Beentjes,"278,829,000 EUR"
Bax Chemicals B.V.,Pieter Kramerstraat 49  1461 AE Zuidoostbeemster ,+31 299451170,+31 299451171,sales@baxchemicals.nl,http://www.baxchemicals.nl,Mr. M. Olijerhoek,"109,404,050 EUR"
Baxter BV,Kobaltweg 49  3542 CE Utrecht ,+31 302488911,+31 302411755,,http://www.baxter.nl,Mrs. D. Brady,"10,363,000 EUR"
Bayards Aluminium Constructies BV,Veerweg 2  2957 CP Nieuw Lekkerland ,+31 184683000,+31 184684345,sales@bayards.nl,http://www.bayards.nl,Mr. D.W.S. MacKintosh,"17,600,000 EUR"
Bayer BV,Energieweg 1  3641 RT Mijdrecht ,+31 297280666,+31 297280231,info@bayer.nl,http://www.bayer.nl,Mr. C.H.A. Koersvelt,"161,319,909 EUR"
Baysystems B.V.,Korte Groningerweg 1  9607 PS Foxhol ,+31 598317911,+31 598390437,verkoopsecretariaat@resina.nl,http://www.resina.nl,Mr. K. Gooyert,"51,585,000 EUR"
Bechtle Holding B.V.,Meerenakkerplein 18  5652 BJ Eindhoven ,+31 402509000,+31 402509099,direct@bechtle.nl,http://www.bechtle.nl,Mr. P. Busshart,"15,132,547 EUR"
Beckers Katwijk BV,Kalkbranderstraat 2  2222 BH Katwijk ,+31 714029214,+31 714030251,b.receptie@beckers-nl.com,http://www.beckers.nl,Mr. J.A. van Delft,"706,000,000 EUR"
Beckers Tilburg BV,Hoogoorddreef 5 2EETAGE  1101 BA Amsterdam Z.O. ,+31 203122122,+31 206090052,,,Mr. P.H. Merckens,"706,000,000 EUR"
Beckman Coulter Nederland BV,Pelmolenlaan 15  3447 GW Woerden ,+31 348462462,+31 348462482,fjimkes@beckmancoulter.com,http://www.beckmancoulter.com,Mr. R. Hutten,"19,451,426 EUR"
"Becton, Dickinson BV",Bredaseweg 185  4872 LA Etten Leur ,+31 205829416,+31 765083501,info.benelux@europe.bd.com,http://www.bd.com,Mr. W. de Jonge,"242,104,249 EUR"
Bedu Pompen BV,P v M Gelderland Rood 10  6666 LT Heteren ,+31 264742174,+31 264742184,info@bedu-pompen.nl,http://www.bedu.eu,  ,"5,000,000 EUR"
Beekman Transport Logistics BV,Oude Berghuizenweg 20  7336 AW Apeldoorn ,+31 555994580,+31 555997720,,http://www.beekman-transport.nl,Mr. M. Beekman,"5,985,241 EUR"
Bege Aandrijftechniek BV,Anton Philipsweg 30  2171 KX Sassenheim ,+31 252220220,+31 252218484,bege@bege.nl,http://www.bege.nl,Mr. G.P. Paulides,"7,500,000 EUR"
Beiersdorf NV,De passage 126  1101 AX Amsterdam Z.O. ,+31 885440000,+31 885440050,info@beiersdorf.com,http://www.beiersdorf.nl,Mr. P.B. Heeringa,"110,778,000 EUR"
Belden Cdt European Shared Services BV,Edisonstraat 9  5928 PG Venlo ,+31 773878555,+31 773878227,,http://www.belden.com,Mr. M.E. Büscher,"101,026,000 EUR"
Belden Wire & Cable B.V.,Edisonstraat 9  5928 PG Venlo ,+31 773878555,+31 773878337,,http://www.belden.nl,Mr. A. Peeters,"121,855,248 EUR"
Belgraver BV,Energiestraat 31  1411 AS Naarden ,+31 356945514,+31 356942113,sales@belgraver.nl,http://www.belgraver.nl,Mr. P. Belgraver,"10,598,467 EUR"
Bell Helicopter Supply Center BV,Schipholweg 303  1171 PL Badhoevedorp ,+31 204496500,+31 204496543,info@bellhelicopter-ams.textron.com,http://www.bellhelicopter.com,Mr. R.D. Maldonado,"44,528,687 EUR"
Belt Fashion Eindhoven BV,Jan Hilgersweg 7  5657 ES Eindhoven ,+31 402914040,+31 402527147,joris@winkacc.nl,http://www.beltfashion.com,Mr. M. Millenaar,"9,000,000 EUR"
Bemar Ventilatietechniek Haelen BV,Afrikastraat 20  6014 CG Ittervoort ,+31 475567111,+31 475567117,info@bemarventilatie.nl,http://www.bemarventilatie.nl,Mr. J. Adams,"37,769,653 EUR"
Bemo Rail B.V.,Debbemeerweg 59  1749 DK Warmenhuizen ,+31 226425300,+31 226421916,info@bemorail.nl,http://www.bemorail.nl,Mr. T. Druijf,"12,000,000 EUR"
Benno Leeser Holding BV,Nieuwe Uilenburgerstraat 173 -175  1011 LN Amsterdam ,+31 206225333,+31 206246084,info@gassandiamonds.nl,http://www.gassan-diamonds.nl,Mr. B. Leeser,"153,500,000 EUR"
BENQ Europe BV,Meerenakkerweg 1 -17  5652 AR Eindhoven ,+31 888889200,+31 499750599,,http://www.benq.nl,Mr. A. Lee,"250,425,000 EUR"
Berg Toys BV,Stevinlaan 2  6716 WB Ede ,+31 318467171,+31 318462223,info@bergtoys.nl,http://www.bergtoys.com,Mr. L. van Os,"25,200,000 EUR"
Berkvens Deuren BV,Kanaaldijk Noord 22 -24  5711 CS Someren ,+31 493499111,+31 493496295,info@berkvens.nl,http://berkvens.nl,Mr. T.M. Donkers,"103,679,100 EUR"
Berkvens Kozijnen BV,Kanaaldijk Noord 22 -24  5711 CS Someren ,+31 493499111,+31 493496295,info@berkvens.nl,http://www.berkvens.nl,Mr. T.M. Donkers,"103,679,100 EUR"
Bertus Groothandel & Distributie B.V.,Akeleibaan 59  2908 KA Capelle a.d. IJssel ,+31 102641500,+31 102641515,bertus@bertus.com,http://www.bertus.com,Mr. M.A. de Ruiter,"85,627,000 EUR"
Best Wool Carpets BV,Sportlaan 32  5683 CS Best ,+31 499399100,+31 499391335,info@bestwoolcarpets.nl,http://www.bestwoolcarpets.com,Mr. Y. Monasch,"10,500,000 EUR"
Besturings- & Installatietechniek Van De Meerakker B.V.,Copernicusstraat 9  6003 DE Weert ,+31 495456111,+31 495456222,info@meerakker.nl,http://www.meerakker.nl,Mr. J. Coolen,"18,827,737 EUR"
Besturings- & Installatietechniek Van de Meerakker BV,Copernicusstraat 9  6003 DE Weert ,+31 495456111,+31 495456222,info@meerakker.nl,http://www.meerakker.nl,Mr. F.J.J. Snijders,"64,367,630 EUR"
Betap Tufting BV,De Blokmat 29  8281 JH Genemuiden ,+31 383861060,+31 383861080,cetralmail@betap.com,http://www.betap.com,Mr. A. van Lente,"93,416,119 EUR"
Betapress B.V.,Burgemeester Krollaan 14  5126 PT Gilze ,+31 161457000,+31 161457222,pubservimp@betapress.audax.nl,,Mr. C. Bikkers,"309,972,000 EUR"
Beter Bed B.V.,Linie 27  5405 AR Uden ,+31 413338819,+31 413338829,info@beterbed.nl,http://www.beterbed.nl,Mr. F. Geelen,"358,565,000 EUR"
Beton-Arkel BV,Ekkersrijt 3301  5692 CJ Son ,+31 499486486,+31 499486666,info@betonson.com,http://www.betonson.com,Mr. F. Koote,"135,802,000 EUR"
Betras Carrosserieen BV,Samuel Morsestraat 11  5928 LZ Venlo ,+31 773961440,+31 773961441,info@betras.nl,http://www.betras.nl,Mr. E. van den Berkmortel,"5,555,947 EUR"
Bever Zwerfsport BV,Ambachtsweg 3  2641 KS Pijnacker ,+31 793471111,+31 793471118,info@bever.nl,http://www.bever.nl,Mr. G. Nieuwenhuys,"291,351,000 EUR"
Bia BV,Skagerrakstraat 6  7202 BZ Zutphen ,+31 575596700,+31 575596799,info@bia-bv.nl,http://www.bia-bv.nl,Mr. R. Klein Ovink,"210,000,000 EUR"
Bic Netherlands BV,Hoge Mosten 6  4822 NH Breda ,+31 762012000,+31 762012020,customer-service-netherlands@bicworld.com,http://www.bicworld.com,Mr. P. van den Broeck,"9,854,645 EUR"
Biesheuvel Groep BV,Marinus van Meelweg 17  5657 EN Eindhoven ,+31 402066500,+31 402066590,info@biesheuvelgroep.nl,http://www.biesheuveltechniek.nl,Mr. M.G. Noordenbos,"39,000,000 EUR"
