COMPANY,FSC_CODE,COUNTRY,CONTINENT,ADDRESS,CONT_PER,TELEPHONE,FAX,EMAIL,WEBSITE,ISSUDATE,EXPDATE,PRODUCTS
Bilokalnik,SA-COC-1259,Croatia,Europe,"Kovprivnica, 48 000, Pavelinska bb",Branko Martincic,++385 48 647-555,++385 48 647-573,drvo.bilokalnik@bilokalnik.htnet.hr ,,25.06.03,24.06.08,Boards and elements
Belisce d.d.,SGS-COC-1455,Croatia,Europe,"31551 Belisce, Trg. A. Starcevica 1, Croatia",Mr. Vladimir Vuksanic,"+385 31 663 111, +385 31 662 484",+385 31 663 334,,,22.07.03,21.07.08,
Gaj Slatina,SA-COC-1252,Croatia,Europe,"Nikole Subica Zrinskog 27, 33520 Slatina, Croatia",Milan Izrael and Jelka Ceric,+385 33 551226,+385 33 550920,,,15.05.03,14.05.08,"Sawn wood, elements and furniture manufactured from beech, ash and oak"
Drvna Industrija Spacva d.d.,SA-COC-1149,Croatia,Europe,"Duga Ulica 181, Vinkovci",Mr. Zvonimir Petric,+ 385 32 303 406,+ 385 32 303 414,,,15.06.00,15.06.05,"swan Timber, elements, flooring, veneers or finished products"
Buje Export d.d.,SA-COC-1151,Croatia,Europe,"Predstavnistvo, Zagreb, Cvijete Zuzoric 5",Mr. Vlado Filipec,+ 385 1611 7171,+ 385 1611 7029,vlado.filipec@zg.htnet.hr ,,27.06.00,26.06.05,"hardwood as sawn timber, elements, flooring, veneers of finished products, e.g. Chair."
Bice d.o.o,SA-COC-1164,Croatia,Europe,"Pasudija 56, 52429 Gronjan",Mr. Alfredo Jugovac,+ 385 52 731 066,+ 385 52 731 088,,,24.11.00,24.11.05,beach planks and elements
Tvin d.o.o,SA-COC-1170,Croatia,Europe,"Ulica Zbora narodne garde 2, 33000 Virovitica",Mr. Tomislav Moslavac,+ 385 33 742 200,+ 385 33 742 204,tvin1@vt.tel.hr ,,01.03.01,28.02.06,"sawn planks, clogs, square sawn elements, glued boards, solid wooden strips, parquet,wooden shoe accessories"
Strizivojna Hrast d.d.,SA-COC-1183,Croatia,Europe,"B. Radica 82, 31410 Strizivojna",Mato Ravlic,+385 (0)31 831041/ 831124,+385 (0)31 831209,,,10.10.01,09.10.06,"Planks, boards, sawn elements, lamella parquet made from oak, ash, hornbeam, lime, beech. Scope extended to include veneers"
Export Drvo,SA-COC-1173,Croatia,Europe,"Marulicev tr118, 10000 Zagreb",Dejan Potkonjak-Zagreb,+ 385 1 45 60268,+ 385 1 45 60 366,Dejan.potkonjak@exportdrvo.hr; Dejan.potkonjak@zg.tel.hr ,,23.03.01,22.03.06,"FSC certified sawn timber and, logs, small roundwood, elements, boards, glued boards, flooring, veneers, furniture"
Mrkopalj d.d,SA-COC-1174,Croatia,Europe,"HR-51315 Mrkopalj, Pilanska bb",Ljiljana Liker,+ 385 51 833 104,+ 385 51 833 124,Kristina.bolf@ri.hinet.hr; branko.liker@zg.hinet.hr ,,30.03.01,29.03.06,"The purchase of beech and fir logs, sawing to planks, and sale of these planks. Elements derived from beech wood and 'part finished' furniture components also of beech."
Spin Valis,SA-COC-1267,Croatia,Europe,Pozega Croatia,Miljenko Katrancek,,,,,25.06.03,24.06.08,"Sale of boards, elements, glued boards and furniture with a minimum 70% FSC content"
Protektor Bandag Katalinic d.o.o.,SA-COC-1180,Croatia,Europe,"Snezicka 34, 51304 Gerovo",Ivica Katalinic,+ 385 51 823 109,+ 385 51 823 109,protektor-bandag-katalinic@ri.hinet.hr ,,07.09.01,06.09.06,"Beech planks and elements, fir and spruce wood"
Slavonski Brod,SA-COC-1362,Croatia,Europe,"Svetog Lovre 75 3500 Slavonski Brod, Croatia",Miroslav Mikic,+385 446 511/+385 444 611 Mob +385 98 263 734,+385 444 811,Slavonija-di@slavonija-di.hr ,,15.06.04,14.06.09,"Veneers of oak, and ash and a small variety of lesser available species; boards and elements of mainly oak and ash; solid wood office, domestic and garden furniture from elements produced on-site"
Gaj Vocin,SA-COC-1253,Croatia,Europe,"Vocim, Croatia",Dragutin Veger,+385 33 551226,+385 33 550920,,,15.05.03,14.05.08,"Elements, boards and furniture manufactured from beech and fir"
Ciprijanovic,SA-COC-1266,Croatia,Europe,"33515 Orahovica, Croatia",Antonja Ciprijanovic,00385 33 675 245,00385 33 675 244,,,25.06.03,24.06.08,Sale of furniture and glued boards
Ravna,SA-COC-1232,Croatia,Europe,"IG Kovacica 178, 51314 Ravna Gora",Darko Zibar,00 385 481 3711,00385 427 493,,,21.03.03,20.03.08,Elements and glued boards
IDEM I.M. d.o.o.,ICILA-COC-035,Croatia,Europe,Kapucinska 26/a - 10040 Zagreb - Croatia,Mr. Dalibor Ivic,-2929894,-2859199,idem-i-m@zg.hinet.hr ,,06.10.03,05.10.08,"Trading of logs for slicing or for sawing (oak, beech, ash, cherry, lime, maple, alder, hornbeam, american walnut)"
INTERCOMMERCE,SA-COC-1323,Croatia,Europe,"52470 Umag, UI, Ernesta Milosa 20, Croatia",Vinko Vizintin,00385 52 741 111,00385 52 741 392,vinko.vizintin@intercomerce.hr ,,16.01.04,15.01.09,
Kircek d.o.o,SA-COC-1334,Croatia,Europe,"Ljubescica, Ivanpolje bb, Croatia",Silvio Gotic,385 42 623-500,385 42 623-510,kircek@vz.tel.hr ,,23.02.04,22.02.09,Unknown – approximately 60-70% of 3000 m3 inputs are currently FSC. 50-70% efficiency to end product.
HRAST- EXPORT - PUKLAVEC d.o.o.,ICILA-COC-052,Croatia,Europe,Hrastovljan 1 C - 42232 Donji Martijanec - Croatia,Mr. Brancko Puklavec,-673509,-672901,hrast-export-puklavec@vz.hinet.hr ,,25.03.04,23.03.09,Products of cutting timber from hardwood and softwood. Row or kiln-dried wooden elements. Massive wooden floor. Shaving and sawdust.
Klana d.d,SA-COC-1347,Croatia,Europe,"Klana 264, Croatia",Miludin Markovic,385 51 808 222,385 51 808 150,,,17.03.04,16.03.09,"Chairs, chair components and elements"
Pilana Krasno d.o.o,SA-COC-1179,Croatia,Europe,"Snezicka 34, 51304 Gerovo",Ivica Katalinic,+ 385 51 823 109,+ 385 51 823 109,,,07.09.01,06.07.06,"Beech, fir and spruce planks; beech elements."
Univerzal d.d,SA-COC-1185,Croatia,Europe,32281 Ivankovo Brace Radica bb,Ivan Caleta,+ 385 32 381 220,+ 385 32 381 240,,,27.11.01,26.11.06,Elements of sawn board of oak and ash
Schwan Stabilo CR,SGS-COC-0139,Czech Republic,Europe,"Tovarni 7, Cesky Kromlov, 38101",Mr. Rüger,42-033-776-56-00,42-033-776-53-01,,,17.06.98,17.06.08,Writing utensils
Dipro Prosec,SA-COC-1032,Czech Republic,Europe,"(1) G.M. Beaumont & Co. Ltd., 22A Park Road, Redhill, Surrey, RH1 2AF, United Kingdom; (2) Dipro Prosec, 539 44 Prosec u Skutce",(1) Mr. A. Beaumont; (2) Milan Zanina,(1) 01737 766692; (2)0042-454-921191,(1) 01737 772750; (2)0042-454921168,dipro@dipro-prosec.cz ,,01.05.00,01.05.05,"Household and kitchen products e.g. Utensilis, chopping boards, coat hangers."
Drevotvar,SA-COC-1031,Czech Republic,Europe,"(1) G.M. Beaumont & Co. Ltd., 22A Park Road, Redhill, Surrey, RH1 2AF, United Kingdom; (2) Drevotvar, 561 64 Jablonné n. Orlicf",(1) Mr. A. Beaumont; (2) St. Kroulik,(1) 01737 766692; (2)0042-446-942325,(1) 01737 772750; (2)0042-446641 505,Dtvarjab@zamberk.alberon.cz ,,01.05.00,01.05.05,"Wooden household and kitchenware articles e.g. Spoons, rolling pins and meat mallets."
Pila Olomucany,SA-COC-1030,Czech Republic,Europe,679 03 Olomucany,Mr Nedopil,42 506 417 130,42 506 54 665,slp.pila.olomucany@telecom.cz ,,01.05.00,01.05.05,"Sawn and planed timber, cut to order from: European silver fir (Abies alba), Grand fir (Abies grandis), European larch (Larix decidua), Norway spruce (Picea abies), Engelmann spruce (Picea engelmanii), Blue spruce (Picea pungens), Black pine (Pinus nigra), Scots pine (Pinus sylvestris), Douglas fir (Pseudotsuga menziesii), Field maple (Acer campestris), Norway maple (Acer platanoides), Sycamore (Acer pseudoplatanus), Alder (Alnus glutinosa), Birch (Betula pendula), Hornbeam (Carpinus betulus), Beech (Fagus silvatica), Ash (Fraxinus excelsior), Nut (Juglans regia), Poplar (Populus spp.), Aspen (Populus tremula), Cherry (Prunus avium), Turkey oak (Quercus cerris), Sessile oak (Quercus petraea), Downy oak (Quercus pubescens), Robinia (Robinia pseudoacacia), True service tree (Sorbus domestica), Willow (Salix spp.), Small leaved lime (Tilia cordata), Large leaved lime (Tilia platyphyllos), Elm (Ulmus glabra)."
Gala Drevo,SGS-COC-0579,Czech Republic,Europe,"Skalice 303, CZ-73908 FrydekMistek",n/a,42658659125,42658659019,,,08.12.00,07.12.05,Production of wooden garden items and objects.Herstellung von Artikeln für den Bereich Holz im Garten.
"Kübler Holz, Lazinsky",SGS-COC-0580,Czech Republic,Europe,CZ-67608 Moravske Budejovice,Mr G. Kübler,42658659125,42658659019,,,08.12.00,07.12.05,Production of wooden garden items and objects.Herstellung von Artikeln für den Bereich Holz im Garten
Prvni Krivoklatska s.r.o.,SGS-COC-0904,Czech Republic,Europe,"Krivoklat 260, CR – 27023 Krivoklat",Mr Tosovsky,+420 313558669,+420 313558669,,,17.01.02,17.01.07,Charcoal from different hardwood species
Holzwarenfabrik k.s.,SGS-COC-0698,Czech Republic,Europe,"U Sudarny 434, 373 41 Hluboka nad VltavouCz-91207 Hluboka nad Vltavou",Mr F. Stolka,-7965798,-7965800,,,22.05.01,11.05.06,Paintbrush handles
Krivoklatska Lesni spol s.r.o.,SGS-COC-1437,Czech Republic,Europe,"Karlova Ves 60, CR– 27023 Krivoklat",Mr. Pavel Brejnik,"+420 3135590 86, +420 0602 366999",+420 3135590 86,,,03.07.03,02.07.08,Charcoal
Falcon Mimon a.s.,SW-COC-1108,Czech Republic,Europe,"Hvezdovska 644 Mimon, 471 24",Mr. Ladislav Vlcek,4.20E+11,4.20E+11,ladislav.vlcek@falconmimon.cz ,www.falconmimon.cz,01.01.04,31.12.08,Chairs
AGOS BIO A.S.,GFA-COC-1130,Czech Republic,Europe,"Bukovina 108, 67905 Krtiny",Mr. Polák,0042-0516-439382,0042-0516-439701,agos@abp.cz ,,06.02.04,05.02.09,Tool handles and wooden stairs
Hunter Douglas Produktions GmbH (Kadan),SW-COC-534,Czech Republic,Europe,"Tusimice c.332/19, Kadan, 43201",Mr. Herbert Raats,420 601 287 395,420 398 333 724,pecak@kadan.hdprod.de ,,15.07.01,14.07.06,Window blinds
Aage-Östergaard Möbelindustri A/S,SGS-COC-1208,Denmark,Europe,Hesthojvej 16 7870 Roslev,Mr. Rudi Holmström,45 9757 1455,n/a,rh@aage-oestergaard.dk ,,25.10.02,25.10.07,"the production and sale of pine furniture's both 100% and 70% FSC. Pine furnitures, mainly in glulamjoint"
Kompan A/S,SW-COC-1069,Denmark,Europe,"Korsvangen 6-11 DK-5750 Ringe,",Mr. John Schwee,+45 63 62 12 50,+45 63 62 10 00,johsch@kompan.com ,www.kompan.com,15.11.03,14.11.08,Playground equipment Outdoor playground equipment made of plywood
GraphX A/S,SW-COC-1028,Denmark,Europe,Herlev Hovedgade 203 DK-2730 Herlev,Søren Henriksen,+45 44 91 75 00,+45 44 94 63 25,email@graphx.dk ,www.graphx.dk,01.10.03,30.09.08,"Printed material Maganzines, catalogues, journals, brochures, flier 35000"
Kriswell A/S,SW-COC-1013,Denmark,Europe,Knudstrupvej 10 C Laurbjerg DK-8870 Langaa,Mr. Flemming Martinsen,+45 87 73 60 00,+45 87 73 60 09,fm@dancook.dk ,www.dancook.dk,01.09.03,31.08.08,Charcoal chunks Grill parts
dab-dab,SW-COC-940,Denmark,Europe,"Meterbuen 5, 2740 Skovlunde,",Kosma Zalewski,45 70270771,45 70270772,kz@dab-dab.dk ,,15.04.03,14.04.08,Toys
KoppWood ApS,SW-COC-931,Denmark,Europe,"Barrit Langade 182 7150 Barrit,",Kasper Kopp,45 75 69 19 75,45 75 69 19 45,kk@koppwood.com ,,01.05.03,30.04.08,Logs Veneer Paper Lumber Plywood poles
Trip Trap Denmark A/S,SW-COC-903,Denmark,Europe,"Havnevej 11, DK-9560 Hadsund,",Anders Bundgaard,45 99-52 52 00,45 99-52 52 29,info@triptrap.dk ,www.triptrap.dk,01.04.03,31.03.08,"Flooring indoor and outdoor floor planks Furniture - outdoor / garden chairs, tables Accessories kitchens, bathrooms"
Poda Hegn Danmark A/S,SW-COC-951,Denmark,Europe,"Øde Hastrupvej 65, 4000 Roskilde",Peter Due,45 46 34 01 00,45 46 35 01 29,info@poda.dk ,www.poda.dk,15.05.03,14.05.08,Fencing Fences in freeland Poles for freeland fences
Topper Handelsselskab ApS,SW-COC-816,Denmark,Europe,"Hagenstrupvej 8, Ulstrup 8860",Mr. Morten Carstensen,45 86 46 4222,45 86 46 46 69,mc@topper2.dk ,,15.11.02,14.11.07,chipboard
Bodilsen Danfold,SW-COC-859,Denmark,Europe,"NA Christensensvej 39 Nykobing Mors, DK-7900",Bjarne Skov Nielsen,45-97-72-44-00,45-97-72-05-10,bsn@bodilsen.com ,,01.12.02,30.11.07,Drawers - cabinet
Kildal & Lassen A/S,SW-COC-1099,Denmark,Europe,"Gulløkken 21 DK-5471 Søndersø,",Mr. Jakob Kildal,+45 64 83 13 63,+45 64 83 13 69,mail@kildal-lassen.dk ,www.kildal-lassen.dk,15.12.03,14.12.08,Lumber
Zenia House A/S,SW-COC-1249,Denmark,Europe,Havnegade 2B DK-8000 Aarhus C,Mr. Claus B. Petersen,45 8731 0050,45 8731 0059,cbp@zeniahouse.com ,www.zeniahouse.com,22.06.04,21.06.09,Secondary manufacturer Wholesaler Furniture - household
TreeDimensions A/S,SW-COC-630,Denmark,Europe,Barritskovvej 34 Barrit DK-7150,Morten Gaarde,45-7569-1975,45-7569-1945,mga@treedimensions.net ,Www.TreeDimensions.net,01.04.02,01.04.07,"Lumber (hardwood), Timbers"
Skouhus Fronts A/S,SW-COC-1114,Denmark,Europe,"Thrigesvej 8-16 DK-7430 Ikast,",Mr. Bo Hansen,+45 97 25 07 66,+45 97 25 17 02,bth@skouhus.dk ,www.skouhus.dk,15.01.04,14.01.09,Decking (exterior) Terrace deckings
Vima Lister A/S,SA-COC-1284,Denmark,Europe,"Skillerupvej 15-35, DK-8600 Silkeborg, Denmark",Brian T. Bisgaard,45 8685 3333,45 8685 3850,btb@horningfloor.dk ,,01.02.03,31.03.08,"Solid soft- and hardwood strips and profiled items,"
DanGarden Aps.,SW-COC-1139,Denmark,Europe,"Roskildevej 529 DK-4100 Ringsted,",Mr. Kim Skødt,+45 5753 8400,+45 5753 8401,info@dangarden.dk ,www.dangarden.dk,09.02.04,08.02.09,Furniture - household Furniture - outdoor / garden
Papyrus A/S,SW-COC-1151,Denmark,Europe,Bredebjergvej 1 DK-2630 Taastrup,Mr. Mogens Andersen,+45 70 22 38 38,+45 70 25 19 79,info.dk@papyrus.com ,www.papyrus.com,23.02.04,22.02.09,Paper sheet 75000
Tjörnbo A/S,SGS-COC-1692,Denmark,Europe,"Engvej 18, Stevnstrup, DK-8870 Langaa, Denmark",Gert Tjörnum,++45 86 46 78 00,gt@tjoernbo.dk ,,,30.03.04,29.03.09,Pine furniture
Novopan A/S,SA-COC-1223,Denmark,Europe,"Fabriksvej 2, Pindstrup, DK-8550 Ryomgaard",Niels-Aage Ladekjaer-Mikkelsen,0045 8974 7434,0045 8974 7576,nalm@novopan.dk ,,24.01.03,23.01.08,chipboard with or without coating of melamine & foil
Phoenix Trykkeriet A/S,SW-COC-1221,Denmark,Europe,"Jens Juuls vej 2 DK-8260 Viby J,",Mr. Kim H. Hansen,+45 87 33 66 99,+45 87 33 66 98,khh@phoenix-print.dk ,www.phoenix-print.dk,13.05.04,12.05.09,Binding Printing
Casanti Timber A/S,SW-COC-1025,Denmark,Europe,"Birkedommervej 31 DK-2450 København NV,",Mr. Benny Pedersen,+45 38 18 18 50,+45 38 18 18 60,bp@casanti.dk ,,01.10.03,30.09.08,Timbers Veneer
B'eazy Aps.,SW-COC-1234,Denmark,Europe,Soebrinken 15 DK-3450 Alleroed,Mr. Jan T. Mortensen,+45 48 17 14 64,jm@beazy.com ,,,10.06.04,09.06.09,Charcoal
Tower Wood,SW-COC-1310,Denmark,Europe,Rødmevej 54 DK-5771 Stenstrup,Mr. Bjarne Junker,+45 62 26 21 69,+45 62 26 21 65,bj@towerwood.dk ,www.towerwood.dk,16.09.04,15.09.09,Logs Poles Lumber
El-Flora ApS,SW-COC-1296,Denmark,Europe,Kildemosevej 11 DK-5000 Odense C,Mr. Henrik Maegaard,+45 6613 6350,+45 6613 4350,henrik@el-flora.dk ,www.el-flora.dk,09.02.04,09.01.09,"Bird feeders, nesting boxes Including cages for rabbits and other animals"
Scan Production A/S,SW-COC-1322,Denmark,Europe,Industrivej 9-17 DK-7430 Ikast,Mr. Johnny Rune,+45 96 60 55 00,+45 96 60 55 01,ikast@scanproduction.dk ,,30.09.04,29.09.09,Furniture parts Curtain rods and fittings
Thuka Furniture A/S,SGS-COC-1702,Denmark,Europe,"PO Box 209, DK-7900 Nyköping, Denmark.",Finn Westergaard Pedersen,45 9670 3540,45 9670 3240,fwp@thuka.com ,,10.09.03,09.09.08,"furniture made from laminated pine panels, particleboard and veneer."
Internationalt Hårdtræ A/S,SGS-COC-0485,Denmark,Europe,IHL A/S Industriområdet 15DK-8732 Hovedgård,Mr. Lars Munch Christensen,+ 45 75 66 16 55,+ 45 75 66 18 34,info@iht.dk ,,13.07.00,13.07.05,Planks and sawn boards of hardwood
Kailow Graphic A/S,SW-COC-1060,Denmark,Europe,"Fjeldhammervej 5-9, 2610 Rødovre",Ms. Iben Kailow,+45 38 76 02 00,+45 38 79 14 11,tryk@kailow.dk ,www.kailow.dk,01.11.03,31.10.08,"Printed material sheet offset, folding, binding, stiching"
Spekva A/S,SA-COC-1222,Denmark,Europe,"Kærmindevej 2,DK-6580 Vamdrup",Mr. Thomas Skau Toftgaard,+45 7558 2511,+45 7558 3611,tst@spekva.dk ,,17.01.03,16.01.08,"Wooden worktops for kitchens and bathrooms, and dining tables containing 100% certified wood."
Da'Core A/S,SW-COC-072,Denmark,Europe,"Hoved Gaden 19, 4261, Dalmose",Mr. Claus Winther,45-5811-1400,45-5811-1401,info@dacore.dk ,www.dacore.com,15.08.98,14.08.08,Manufacturer & broker/distributor of garden furniture
Bredebro Mobelfabrik A/S,SW-COC-191,Denmark,Europe,"Aaspe 18, Dk-6261 Bredebro, Denmark",Mr. Preben Juhl,+ 45 7471 1129,+ 45 7471 1445,bm@bredebro-moebel.dk ,,01.10.99,30.09.04,"Cabinets, other"
Astralis,SW-COC-207,Denmark,Europe,"Toftevej 7, DK-6683 Føvling,",Flemming Lindtofte,+ 45 97 56 1400,+ 45 97 56 1710,fli@astralis.dk ,,15.10.99,14.10.04,Furniture parts
Dolle A/S,SW-COC-349,Denmark,Europe,"Vestergade 47, DK-7741 Frostrup",Henriette Viborg,+ 45 97 99 1422,+ 45 97 99 1745,dolle@dolle.com ,,15.08.00,14.08.05,"Loft Ladder ""Hobby, insulated, not assembled"""
Woodline A/S,SGS-COC-0497,Denmark,Europe,Woodline A/S Hulvej 1ADK-4550 Asnæs,Mr. Claus D Johansen,+ 45 59 65 01 85,+ 45 59 65 01 67,mail@Woodline.com ,,26.07.00,26.07.05,Wooden chopping boards and toilet seats
Belodan LimtrÆ Aps,SGS-COC-0536,Denmark,Europe,Smedevej 18DK-7430 Ikast,Jorgen Eldbesen,+45 9725 1298,,,,11.10.00,11.10.05,Laminated boards of pine
Skjern Vinduer A/S,SGS-COC-0287,Denmark,Europe,"Jernvej 3, DK-6900, Skjern",Jens Måuritsen,+45 97 352511,+45 97 353030,vinduer@image.dk ,,28.06.99,28.06.04,The manufacture of windows and doors from sawn timber
Vinderup Träindustri A?S,SGS-COC-0332,Denmark,Europe,"Bjertvej 17, DK-7830 Vinderup",Lise von Seelen,+ 45 97 44 3000,+ 45 97 44 3202,,,11.10.99,10.10.04,The manufacture of edge glued laminated boards out of sawn timber containing a minimum of at least 70% FSC material.
DLH A/S,SGS-COC-0471,Denmark,Europe,"Høje Taastrup, DK-2630 Taastrup",Erik Albrechtsen,+ 45 86 60 11 333,+ 45 86 601 344,,,09.06.00,08.06.05,Wholesale import and export of sawn timber.
De Små Savværker-Barritskov ApS,SA-COC-1178,Denmark,Europe,"Barritskovvej 34 Barritskov 7150 Barrit, Kasper Kopp",Kasper Kopp,+ 45 75 69 19 75,+ 45 75 69 1975,dss@barritskov.com ,,27.06.01,26.06.06,"Sawn timber, planed and kiln-dried timber, paper products"
Tvilum-Scanbirk A/S,SW-COC-575,Denmark,Europe,Ege Alle 2 DK 8882Fårvang,Mr. Peter Dürr Peterson,+ 45 87 57 36 00,+ 45 87 57 36 99,pdp@tvilum.com ,www.tvilum.com,15.09.01,14.09.06,Furniture - household
Möbles A/S and Möbler Living A/S,SGS-COC-0702,Denmark,Europe,"Nygade 12, DK-7500 Holstebro",Mette Eisen,+ 45 9740 1222,+ 45 9740 1099,mette@notio.dk ,,22.05.01,22.05.06,Pine cabinets and shelves
Jensen's Aps,SW-COC-223,Denmark,Europe,"Gronsundvej 37, 4780 Stege",Mr. Ole Jensen,+ 45 55 81 4214,+ 45 55 81 4948,jensen-s@mail.tele.dk ,,01.10.99,30.09.04,Furniture outdoor garden.
QvistFurn A/S,SGS-COC-0705,Denmark,Europe,"Fabriksvej 12, DK-7441 Bording",Torbjörn Gjörret,+ 45 86 86 1988,+ 45 86 86 2425,tg@qvistfurn.dk ,,22.05.01,22.05.06,The manufacture of pine furniture in Bording and edge glued panels in Barde.
Gunnar T Strom,SGS-COC-1025,Denmark,Europe,"Postboks 100 Maglemose Vej 3, DK 2640 Hede Husene",Mr. Kay Skyt,45 46 56 4400,45 46 56 4477,gts@gtsdk.dk ,,01.05.02,01.05.07,hardwood timber products and components and moulding products
Stibo Graphic A/S,SW-COC-703,Denmark,Europe,"Satunrvej 65, Horsens DK-8700,",Per Kaae Hansen,45 76263600,45 76263626,pkha@stibo.com ,www.stibographic.com,01.05.02,30.04.07,Printed material
Svendbort Tryk,SW-COC-727,Denmark,Europe,"Ryttermarken 17a, Postbox 26, 5700 Svendborg",Mr. Henrik Lomholt,+ 45 62 21 01 05,+ 45 62 22 09 46,hl@svendborgtryk.dk ,www.svendborgtryk.dk,01.06.02,01.06.07,Printed material
Schultz Grafisk A/S,SW-COC-698,Denmark,Europe,"Herstedvang 12, DK-2620 Albertslund",Mr. Flemming Skovlund,+ 45 43 632 300,+ 45 43 63 1949,fsl@schultz.dk ,www.schultz.dk,15.04.02,14.04.07,Printed material
Bræmer Tryk A/S,SW-COC-717,Denmark,Europe,"Frilandsvej 3, DK-9760 Vrå",Heidi Thaysen,+ 45 98 98 14 66,+ 45 98 98 22 45,Heidi@braemer-tryk.dk ,www.braemer-tryk.dk,15.05.02,14.05.07,Printed material
Roslev Trælasthandel A/S,SGS-COC-0701,Denmark,Europe,"Jernbanegaten 22, DK-7870 Roslev",Eigil Præst,+ 45 97 57 1500,+ 45 97 57 1111,roslev@roslev.dk ,,22.05.01,22.05.06,"Wholesale with import of timber and processing, such as cross cutting, planning and splitting. Containing at least 70% FSC or the true value of FSC"
Lundgreen Grafisk Markedsføring A/S,SW-COC-749,Denmark,Europe,"Ormhøjgårdvej 25, DK-8700 Horsens, DENMARK",Mr. Benny Holst Lundgreen,45 75 64 22 54,45 75 64 57 73,bhl@lundgreen.dk ,www.lundgreen.dk,15.07.02,14.07.07,Printed material
Atlas Timber & Hardwood Ltd,SW-COC-714,Denmark,Europe,"Hammerholmen 39 J, DK 2650 Hvidovre",Mr. Carsten Tolderlund,"+ 45 7022 7888, 244 21213",+ 45 7022 7889,ct@atlas-timber.dk ,www.atlas-timber.dk,15.05.02,14.05.07,"round logs (95%), veneer and sawn timber, lumber"
Dalum Papir A/S,SW-COC-625,Denmark,Europe,Dalumvej 116 DK-5250 Odense,Mr. John Tang,+ 45 66 11 7575,+ 45 66 91 7926,jt@dalumpapir.dk ,www.dalumpapir.dk,01.12.01,30.11.06,Paper
AS Näpi Saeveski,SW-COC-748,Estonia,Europe,"Näpi tee 2E, 44305 Näpi Sõmeru vald Lääne-Virumaa",Mr. Tõnu Saaber,+ 372 32 29199,+ 372 22 29190,saeveski@saeveski.ee ,www.saeveski.ee,15.07.02,14.07.07,Lumber
Tapa Mill OÜ,SW-COC-741,Estonia,Europe,"Paide mnt. 86 45110 Tapa Lääne-Virumaa,",Mr. Aivo Jõemets,+ 372 3255900,+ 372 3255901,aivo.tapamill@hot.ee ,http://kodu.neti.ee/~tapamill/,01.07.02,30.06.07,Lumber
Baltic Connexions,SW-COC-781,Estonia,Europe,"Tabivere, Jõgeva county, Estonia",Arvo Sirk,372 77 66 966,372 77 66 969,arvo.balcon@uninet.ee ,,01.09.02,01.09.07,"Norway spruce (Picea abies), Scotch pine (Pinus silvestris)"
